Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Price
1.6474891247753485,2.4548484511631017,0.9859407904721199,0.6476556730943691,0.9283175383543383,1.6050473132086205,0.9016645607089362,11.623366372495935
2.468107916739333,2.57422706128383,1.1083459145579357,1.0995767799103957,0.9899568389959443,1.8643621092389768,1.071960714436838,13.291765342705581
0.6026848449008613,1.9606981458566484,0.9178929854377367,0.6931764562212911,1.1944987359253703,0.5639387123127828,0.8106170305062271,8.751330692782656
2.0135816573248553,1.986089602381779,1.0769109260044336,0.8978441959599479,0.930959420884979,1.833814518519591,0.9558687086447823,10.668856021650313
0.977284924196921,2.695834444437226,0.9469264741124881,0.5742552285692626,0.9839462097529741,1.0992723063526255,1.168415949650669,11.788011017966326
2.2362177648171286,2.566778188545311,1.077411784943785,0.9131013781826308,0.9615950070742417,1.7786888442875988,1.073901368810979,13.039694189546928
1.2965267257325952,2.112527808121584,1.149362604567751,1.4282442966742201,1.0053248962131331,1.811920211806475,0.8851776156265665,9.05612704408577
1.2362160654742633,1.6597153434137157,1.058578409918131,1.418424639278413,0.8788813611804692,1.9192110947163303,1.125458833121767,7.5919586134960655
2.233293345092291,1.024839075246527,0.9220695109723314,1.3323848285537512,1.1321667493541514,0.5234454994554297,1.013210399577153,8.688525842723475
2.3543091880695033,1.526836336181389,0.8223891015889425,1.0496150684663137,0.8290578744462498,1.2021748062740312,1.0360275167412472,9.959195067200406
1.4266843116322923,2.6543322416159376,1.111380988224162,0.7549762975237672,1.103394675211705,1.4585145879606292,1.0325263613941744,12.201382574330479
2.3594926407141052,1.4276475545935075,1.1662074080063956,0.7122554249716334,0.9097798714564984,0.5611605629653,0.972874364589294,11.06994327011553
1.910224667067149,2.3475115973397322,1.0439312874940523,1.396715687020552,0.8838399053717219,0.5561942711507413,1.0112956121692716,11.963341503338304
1.8745261867592549,2.4141462906423556,1.0333994484913978,0.5490213932735379,0.8210449969208347,1.124351917225276,1.0202314135173705,12.61808340715547
1.8167967427088143,1.5526399564374334,0.9326864908875869,0.7781889990908522,0.8908541053188831,0.892894643632704,1.1427803984326559,9.859164108024752
2.221313733268892,2.510543558084688,1.0982138059999675,0.9905668122707965,0.8004402635464675,0.6607438596853019,0.8047097831763299,13.27017545890343
2.452979217621393,2.228673324274693,0.950217175762479,0.6506297659842061,1.0413377588998178,0.6841555237195894,1.178424382496659,13.624002171999765
1.1387902342956469,2.6447433070982465,1.1495978188684215,0.7989205348108805,0.8233530785917786,0.8459465750385964,1.185409330371911,12.134912952126914
1.523304986656297,2.4654318728371996,0.9974799737045833,0.9083398814118097,1.0048272823099196,1.907349341798854,0.9920586080510568,11.01612219206404
1.5424908859664908,2.920807939187045,0.888423481369052,1.065592590105418,1.139959402527134,1.4837980324017015,1.1527406922643668,12.66755980948064
1.827975914912332,1.8203259686125295,0.9266160518453699,1.2318642310669852,1.118840897358454,1.4892900696026445,1.0912880717027027,9.706150815190279
1.5937125146354132,1.9258166144417737,0.8167463042304506,0.8904855140450887,1.139125032977581,0.921618609229378,1.0232889158093106,10.18162604016418
1.1167481033913236,1.9439509306193021,0.8413653611296966,0.8410472455905905,1.0402780819152133,1.4961693634927522,0.848125781544138,8.659094833642762
0.6542505864361063,1.808162902992052,1.1358650842790479,1.1192544215284606,1.04171782136915,0.9767612081176734,1.1049797276936415,8.159107819855594
1.5807886699229379,2.6055622469679918,1.058256631643243,0.5924421027217364,1.0003976780016615,0.9890339383387434,0.9077977508358672,12.653047494281507
1.6181569700146907,2.4081118709205875,0.8184998824434404,1.4736268878755436,1.03035983121521,0.8814617817980339,0.9662361296415523,10.889540956744694
2.2903968436412905,1.707464564157909,0.8519665709739193,0.5280478574301596,0.9145833609584708,1.3000616526752946,1.0604739082717576,11.037290855566104
1.8491023352436828,2.1763665111995376,0.9277900109277368,1.1732252644051315,0.8977785423530195,0.7312749097937715,1.0740633945795508,11.36386432002838
1.1644856357584312,2.071412106274458,0.9021454511356931,1.3790742557114424,0.8727664268919317,1.040833116052608,1.1824685506841157,9.264215641614864
1.2856887682229403,1.8001664982678454,0.8465655573521269,1.142516234566604,1.0444968880817522,0.7908878573565319,1.0540091155997209,9.025054982672996
2.071703566075895,1.496928529623166,1.0334826616959565,0.5669980286934233,1.0569690721356055,1.6821067572973947,0.8855147745891628,9.749435938869995
1.5466481420554328,1.893139349377783,0.8174303326476018,1.492988468509202,0.8151418056594639,0.8789286206646805,0.9539811126798259,9.056479010518354
0.5693124297232584,1.7267350633667784,0.9381526392291302,1.1936364037696898,0.9700426034397173,0.8102730292561569,1.1625454972328766,7.5255527988613045
1.9170236211023046,1.0109285977294045,1.1248939832999079,0.5445789384994156,0.915558855833565,1.44508076210911,1.10822161304761,8.532260038030014
0.6516220144932123,2.2008094074025317,0.9442947706368955,0.5654914076972719,1.0741805587628503,1.9201312108118718,1.0444408453460727,8.89783904305985
2.13216681729022,1.1983396359676808,1.0503488432032795,1.3821983273957201,0.9884310577224741,1.582002042615525,0.9125658661699211,8.09993074858626
1.3934417576483065,2.8505092056937804,0.8682395383055401,0.7531480883019083,1.058109317858014,1.3241998523612093,1.0516089680936265,12.468618272626365
1.8733249051850978,2.183459719653844,1.156394810790129,0.7074910538155889,0.9887120863538373,0.9130099339543787,1.1961997664976023,12.38201973674875
1.4373237755926789,2.9957451386251837,0.949453931413174,1.1030810956830934,1.0706324664391498,1.3894443792375686,0.8004881262777832,12.34671303072382
1.985771613303944,2.4107050954285203,1.0640782972455376,0.6510407087347949,0.9117593702765993,1.8403478441252696,0.8497346777890635,12.021810131464962
1.7504709244629002,1.707029591256154,1.1842883120279115,1.4371430635796743,0.8341811007261654,1.3435685016260384,0.9877033440563193,9.201371176370357
1.636411687152206,1.4923146924858113,1.0292435957858532,0.6242510156483537,1.0704552999640373,1.3527352027707948,1.1689930193964857,9.400362737703768
