Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7
1.3457420261883113,1.1408799292246832,0.9951658368269275,1.387573580783495,0.8310840561219681,1.593402487871879,0.8959612171606552
2.002543084580343,2.607550084398653,1.141596184846711,1.109271151299192,0.8330332740846883,1.0451167466836613,1.1241716707916933
1.2107958652355397,1.2869060264648835,0.8524305375844246,0.9317810544102022,0.984127894381562,1.3248872410271904,1.1178684612739158
1.1989167720612617,1.258383022498039,0.9474428065044113,1.127926676056937,1.087945933067186,0.7913978535782524,1.0467610564879886
1.9162599409971393,1.4065452535111571,0.9373313511787658,0.8024198518353386,0.9443609378117324,1.9719141108625375,0.9664416759994741
0.5234815995850222,2.5995010937896756,0.8365979230978848,0.9923948999665613,0.9354099868597497,1.8529746421311026,0.8381816123776932
2.4812944873219323,2.316649458569511,1.158837380568969,0.6615015680366548,0.9022696072296376,1.7666897123562522,1.051311504507073
1.6786802895168498,2.505269485865232,0.8960068660325516,1.042175849290997,1.1359502236563812,0.5745677233859581,0.9850081060640492
1.9805706725830978,2.1278820757711,1.0072790916334122,1.174663336683242,1.1498156868555744,1.3198574121731474,1.173211762280737
1.7619994925279627,2.8061721871273217,1.1421876109352476,1.3644742159148064,1.0944428454780302,1.1552309890668129,1.0654560224581309
0.6021877285115262,1.457272503811763,0.9559822395492178,1.1347074958352081,1.0695898400077166,1.8641914102876465,0.9136551861904852
2.2582391906884354,2.1081144037159314,1.0712190585086536,0.8673955054203396,0.9555117874622027,1.2509812516032137,1.176440628662643
2.34846837587738,1.5898443358574224,1.0995581823200207,1.2730739538306781,1.0973995248117796,1.4777067358322191,0.835340364531385
1.9325503027899928,1.435576356063633,0.9786891292866027,0.7414120104834676,1.010450662622826,1.7357871693191598,0.8570465453385568
1.5282543617910846,2.0668970274257923,0.9839861008714501,1.4516147102546433,0.9748271756729441,1.0677441534987544,0.8636892829775538
0.7386361782693749,2.19963125236782,0.9410340018796851,1.003310485421912,1.155699297798124,0.9559309576420816,0.8501499769032851
0.9831051259162298,2.1988312863692645,1.032972295954852,0.6156572859844179,1.0921781071096646,1.527483484260196,1.1728754060817947
1.1809715154231064,1.1803805412185657,1.062510648039997,0.5399566944059685,0.8409567954046953,0.7739456437634193,1.0393108606204546
0.7215648753425525,1.4521429571380713,0.9383765853573396,0.69661965871222,0.8538888076764742,0.8787701230484355,0.8848294144332933
2.237722333770116,1.5958931269478882,0.816701798806974,1.19227969977839,0.8572453282189256,0.5637605962928576,0.8691086678192407
1.7191880693471706,1.1052642312712977,1.0903739846222806,0.7953627893744152,1.080791883861732,1.8613989564105857,1.1774188134563983
2.1272222126863376,2.6260498544240356,0.992832160296087,1.320371990425882,0.8792169705163981,1.4360830041212205,1.0276837469588744
0.7733033159591227,2.9674513989967366,1.1386472739929108,0.9078250523938582,1.0362395829649826,1.5071789679878869,1.0264433277287965
0.7159290964643938,2.8599231784422376,1.0810355986705984,1.4328885919126781,1.095400325062374,1.7213020515134552,0.9752186138282619
1.9877370768167526,1.9519985182011192,1.0560371650596985,1.081793288211407,1.1627788365409608,0.599468897317753,1.0242725796397627
1.8561007230191244,2.2323044970822026,1.077764366742106,1.0376268974222185,0.9844415240449328,1.6579804045087245,0.8970942355325328
0.938676273315999,1.1902370448987225,1.1733621031852661,1.4459353586225663,1.1095779671345352,0.5834905273422168,0.917185508398519
1.998705831849106,1.702299496601798,0.984906082495134,1.1439994789690258,1.037108610950807,1.122171167454842,1.0176103163303023
1.6744150979513088,2.096478802908497,0.8753767985941109,1.1232964653023418,0.9075964673786713,1.8731013931276375,0.977002553546219
2.097792045953919,1.8285048959500556,0.8274777358375363,1.0141499152355637,0.9879402878166293,0.728824201163133,0.9237385115298368
1.7082508807100112,2.7034823641155374,1.0443934997338087,0.9030113637990465,1.0636685750314898,0.7850485374586154,0.8225141783548653
1.7328091276417075,1.412094776765743,1.0280207945871973,0.6308729857959088,0.9400223012929139,0.9108254778920986,0.9898508599102823
0.8055711656823359,2.969918718991307,1.0709862885993369,0.9977805232951709,0.8990915145204682,1.2725437291311723,0.949044914447294
1.5137046074911447,1.8783476796507215,0.9204814231184058,1.0689392156469246,0.9535594514523058,0.713123763399083,1.1112821290210062
1.9399605229495338,2.691360785909779,1.0308760164071304,1.1282086698659026,1.1693248132094736,1.4067394726186966,1.134491060100396
1.5134972632586612,2.6371655571564974,0.9579938675578283,1.0077138725223114,1.1190943910380473,0.9869239914714203,0.9476978751389767
0.7548961440224053,1.7177614720154453,1.0913508879496658,0.6411170942827119,1.0882157698532762,1.8683559737962052,1.1307368263524902
1.6467051710258989,1.8008392163458513,0.9258957146284966,1.2195112929736922,0.9910749027742514,1.257502213357688,1.1135570752489858
0.9448463779474561,2.5146541963457674,1.1286367609902348,0.8710069905396324,0.9078975955635841,1.2476108971111974,0.9543878691246663
2.101395514931168,2.432622232119769,0.9005804962878844,0.5455032876041488,0.9413787274924663,0.5772346764531128,1.1482495423753576
2.164175630311269,1.1660459620176258,1.0467171150481571,0.5287282469945995,1.0937457579736736,1.894634993866168,1.0938386357267498
0.6807053474448188,2.161242970408508,1.191542374220038,1.3234061383056175,1.0372757126583982,0.6299087112716504,0.884767010739228
0.6325791564834322,1.9852634764472266,1.1965457387242413,1.2435005738748903,0.8041443204583927,1.7208700636170773,1.0202798958325856
2.1491591577539926,2.6350409223870073,1.1892910067312714,1.3443390061980942,0.9359518508921619,0.6401836838217104,0.9227687903966298
0.5969470758055775,2.6431799740356956,1.1027434583475808,1.4970032529761657,0.9624440893457001,1.3968185081595483,1.0780345558955475
0.93557160119354,1.1161929471037626,0.8303602814032403,0.9011175267976959,0.975836864272726,1.986497698601523,0.8111107545164786
1.2128959468897174,1.6403428179713717,0.8841027405671651,1.1805332609963806,1.1717982955158242,1.4970422882994838,1.1426268122490983
2.434890541731291,2.3051632235402533,0.8586472812975838,0.6645563768243201,1.0465154060929673,1.9863865670597258,0.8989337231755279
0.824228458197682,2.164498934868736,0.9913778556566868,1.199060165061683,0.9842849345927824,1.027938863931377,1.162356881357105
1.3264037567693707,1.4253648163225021,1.136400219889488,1.171511281638415,0.9177836871331707,1.2627179321337252,1.15076069799132
1.3956911178345834,1.6148222545920363,0.8404483897175656,0.7684325345663309,0.9063083056120139,1.7426909305534677,1.0484934045218286
0.6058966670457819,2.2830874877036162,1.0604576559286172,0.6279100177716084,0.8970072152757212,1.1186549627850677,1.173753075943318
1.9266300060583583,1.7652795180457235,0.9993030928591942,0.564402491089038,0.9635896674693,1.1953130948321198,1.0484033548984102
1.2115351239196848,2.989277524100888,0.9485783652187528,0.6167615210218648,1.0192459627166937,1.5092477900109689,1.0557617209590453
0.7286183486411895,2.005414034056306,1.1324633277971408,0.9615933804080273,1.0021483569299996,0.5496079989623447,1.0496683375375737
1.4957849800216492,2.9083543854184244,1.1003527976298009,0.55036431731916,0.8865661058745219,1.977141592751992,0.8068271879578182
2.0247883212757225,1.6990977984513438,1.177288317624284,1.0970745491478016,0.9021167363781141,1.347577314352617,0.954249713163522
2.1241211506835276,2.4697026007623375,1.0231705536758442,1.1286459412539376,1.0734748775545906,0.9464808463603941,1.1773178686516372
1.6945485783667922,1.2306180023637916,0.9496585704331382,0.931433147538202,1.1234355556193791,0.8585756395306644,0.9299143372920178
1.7522054836792196,2.578179744222079,0.891334296731228,0.6907280114876793,1.0381065416475543,1.9777654941522096,0.8197919078381314
1.348136987168149,1.0926430617364697,0.8139824794391584,0.5683841440513269,0.9533257871862366,1.9647515439521952,1.1737235147959244
0.8779095895127191,2.236324356992056,0.8305112692537842,0.6333289041892838,0.8385834837595774,1.6551027677163952,1.0812549645164615
1.079446195057843,1.7150289902862859,1.1883227570754333,1.0738761342687317,1.1738176248666887,0.7857471331515339,1.0802773854036603
0.6810414115226833,2.6146906891240294,1.0535964237116477,1.4776518737109035,0.8704609422611439,1.5764913967792602,0.8153444936085048
2.288950181192374,1.7740224207628632,0.9355008944441472,0.693003863637618,0.8780269329884353,1.8008752599679572,1.1872265359044831
2.4968048457632497,2.9713707019837274,0.9991385022485921,0.9665222548946981,1.0524425445213166,1.4769621471332839,1.1553315865014486
1.750771118610117,2.9477111142163794,1.1593220184895774,1.3899920600465596,0.9824555137608377,0.945486854988419,0.8424177753779847
2.0032861014597265,1.8754873009051765,1.0360130105367045,1.3150886401563762,0.9621663064024161,1.2298799130671834,1.1902356861300825
1.149814962940283,1.0354845072649526,1.08784893034667,1.4084250338652387,1.1677805073018195,1.616234361240099,0.8058310942746844
1.5108013485019323,2.747639081498985,0.9392197762541802,0.6894912790855486,1.1783667330976129,0.8313820834459349,0.8971535410921431
0.7927590118631689,1.5953894435560907,0.9928911868068393,0.5693866489588064,1.1568683329154923,0.974973312740491,0.9013889684872779
0.5564845905546731,1.251240794567127,0.921154510724536,1.280340371260412,0.8976107410468314,0.5040751354739108,0.8668986732777111
0.8791377383696553,2.9154663053430108,1.1514873279891837,1.0829025648009165,0.9040544767114218,1.4632989959707199,1.1890423375065973
1.808658258353426,1.5834921099470576,0.9310564591656425,0.5591334032144124,0.921580277417342,0.607974924395541,0.8188822181086695
0.9090588770237595,1.0754995940732517,1.1679815664238669,1.2057493499752756,1.194975684770735,1.0864722187140519,1.1390606186009278
1.8515352369042584,1.5757699958680746,1.1939604297244526,1.0985896690124148,0.9639551721817351,0.5047005287851305,0.8847822876308828
1.0995355007082757,1.77075083680197,1.0272613747291948,1.0846051493167401,1.059380585928755,1.8239538377745566,0.8981456830441975
2.3699285838926043,1.0071193614126768,1.0558533757952053,1.3885024269791684,1.0053404717444132,1.3630694517306385,0.9793129706689906
1.296969502471372,1.1298984057964094,0.8069228461333171,1.034693781186062,0.9286503723390972,1.756574962075331,1.1419480203771553
1.016934504708541,2.1438472309750836,0.9681201573742617,0.5281430883052818,0.8299668084062484,1.6958796237120746,1.1852760435798277
0.9917238354334124,1.5013358290554115,0.8909002897374442,0.9548593841936936,0.9816968027871611,1.1606645415462364,1.183789731168519
0.5022993435047549,1.3665943199949704,0.9750502388300764,1.4504747965241216,0.969674304472866,1.8109413905539862,1.0580214071205778
2.437256744350086,1.4043438101062937,1.1157216891524442,0.8477793268561135,0.9103273416659541,1.867860353684314,1.1130389396723854
2.400086858329929,1.48965123756648,0.8919146874399605,1.0523874773284723,0.8942942949347534,0.9789680019229337,0.9636749776138096
